simulation_time_s,source_time_s,altitude_m_agl,vertical_velocity_mps_reference,vertical_acceleration_mps2_gravity_removed,barometer_stddev_m,is_prepad
10.440000,9.440000,932.044236,45.251819,-10.905317,1.500000,0
10.460000,9.460000,932.945716,45.033835,-10.899077,1.500000,0
10.480000,9.480000,933.847196,44.816000,-10.892837,1.500000,0
10.500000,9.500000,934.738521,44.597710,-10.885258,1.500000,0
10.520000,9.520000,935.629081,44.380182,-10.877578,1.500000,0
10.540000,9.540000,936.514962,44.162562,-10.869433,1.500000,0
10.560000,9.560000,937.394642,43.945402,-10.860673,1.500000,0
10.580000,9.580000,938.274322,43.728461,-10.851913,1.500000,0
10.600000,9.600000,939.143958,43.511577,-10.838578,1.500000,0
10.620000,9.620000,940.012838,43.295072,-10.824898,1.500000,0
10.640000,9.640000,940.877040,43.078574,-10.812267,1.500000,0
10.660000,9.660000,941.735040,42.862517,-10.801027,1.500000,0
10.680000,9.680000,942.593040,42.646713,-10.789787,1.500000,0
10.700000,9.700000,943.441033,42.431161,-10.775124,1.500000,0
10.720000,9.720000,944.288273,42.215861,-10.760204,1.500000,0
10.740000,9.740000,945.130904,42.000818,-10.746110,1.500000,0
10.760000,9.760000,945.967424,41.786010,-10.733110,1.500000,0
10.780000,9.780000,946.803944,41.571455,-10.720110,1.500000,0
10.800000,9.800000,947.630457,41.357173,-10.707891,1.500000,0
10.820000,9.820000,948.456217,41.143118,-10.695731,1.500000,0
10.840000,9.840000,949.277384,40.929525,-10.682986,1.500000,0
10.860000,9.860000,950.092464,40.715991,-10.669466,1.500000,0
10.880000,9.880000,950.907544,40.502691,-10.655946,1.500000,0
10.900000,9.900000,951.712729,40.289639,-10.646146,1.500000,0
10.920000,9.920000,952.517169,40.076787,-10.636626,1.500000,0
10.940000,9.940000,953.317034,39.864384,-10.626642,1.500000,0
10.960000,9.960000,954.110834,39.651990,-10.616042,1.500000,0
10.980000,9.980000,954.904634,39.439811,-10.605442,1.500000,0
11.000000,10.000000,955.688576,39.228288,-10.594172,1.500000,0
11.020000,10.020000,956.471776,39.016536,-10.582852,1.500000,0
11.040000,10.040000,957.250435,38.805078,-10.572203,1.500000,0
11.060000,10.060000,958.023075,38.593701,-10.562443,1.500000,0
11.080000,10.080000,958.795715,38.382495,-10.552683,1.500000,0
11.100000,10.100000,959.558534,38.171757,-10.545750,1.500000,0
11.120000,10.120000,960.320614,37.960879,-10.539030,1.500000,0
11.140000,10.140000,961.078171,37.750395,-10.532534,1.500000,0
11.160000,10.160000,961.829731,37.539832,-10.526334,1.500000,0
11.180000,10.180000,962.581291,37.329397,-10.520134,1.500000,0
11.200000,10.200000,963.323067,37.119328,-10.515496,1.500000,0
11.220000,10.220000,964.064107,36.909139,-10.510976,1.500000,0
11.240000,10.240000,964.800624,36.699076,-10.505373,1.500000,0
11.260000,10.260000,965.531144,36.489120,-10.498333,1.500000,0
11.280000,10.280000,966.261664,36.279271,-10.491293,1.500000,0
11.300000,10.300000,966.982474,36.069417,-10.483844,1.500000,0
11.320000,10.320000,967.702554,35.859806,-10.476364,1.500000,0
11.340000,10.340000,968.418111,35.650146,-10.470672,1.500000,0
11.360000,10.360000,969.127671,35.440763,-10.467352,1.500000,0
11.380000,10.380000,969.837231,35.231507,-10.464032,1.500000,0
11.400000,10.400000,970.537082,35.022366,-10.456360,1.500000,0
11.420000,10.420000,971.236202,34.813353,-10.448360,1.500000,0
11.440000,10.440000,971.930815,34.604327,-10.440893,1.500000,0
11.460000,10.460000,972.619455,34.395567,-10.434133,1.500000,0
11.480000,10.480000,973.308095,34.186948,-10.427373,1.500000,0
11.500000,10.500000,973.987063,33.978400,-10.419981,1.500000,0
11.520000,10.520000,974.665303,33.770045,-10.412541,1.500000,0
11.540000,10.540000,975.339071,33.561814,-10.405582,1.500000,0
11.560000,10.560000,976.006911,33.353781,-10.399262,1.500000,0
11.580000,10.580000,976.674751,33.145895,-10.392942,1.500000,0
11.600000,10.600000,977.332919,32.938091,-10.385916,1.500000,0
11.620000,10.620000,977.990359,32.730495,-10.378836,1.500000,0
11.640000,10.640000,978.643327,32.522935,-10.372100,1.500000,0
11.660000,10.660000,979.290367,32.315652,-10.365820,1.500000,0
11.680000,10.680000,979.937407,32.108530,-10.359540,1.500000,0
11.700000,10.700000,980.574850,31.901327,-10.349651,1.500000,0
11.720000,10.720000,981.211570,31.694516,-10.339491,1.500000,0
11.740000,10.740000,981.843835,31.488047,-10.329159,1.500000,0
11.760000,10.760000,982.470195,31.281572,-10.318599,1.500000,0
11.780000,10.780000,983.096555,31.075266,-10.308039,1.500000,0
11.800000,10.800000,983.713354,30.869347,-10.299674,1.500000,0
11.820000,10.820000,984.329434,30.663376,-10.291474,1.500000,0
11.840000,10.840000,984.941077,30.457690,-10.283515,1.500000,0
11.860000,10.860000,985.546837,30.252038,-10.275875,1.500000,0
11.880000,10.880000,986.152597,30.046526,-10.268235,1.500000,0
11.900000,10.900000,986.748834,29.841226,-10.262901,1.500000,0
11.920000,10.920000,987.344354,29.635991,-10.257741,1.500000,0
11.940000,10.940000,987.935470,29.430808,-10.252168,1.500000,0
11.960000,10.960000,988.520750,29.225874,-10.246048,1.500000,0
11.980000,10.980000,989.106030,29.021078,-10.239928,1.500000,0
12.000000,11.000000,989.681750,28.816404,-10.234143,1.500000,0
12.020000,11.020000,990.256750,28.611870,-10.228383,1.500000,0
12.040000,11.040000,990.827364,28.407528,-10.221247,1.500000,0
12.060000,11.060000,991.392164,28.203274,-10.212287,1.500000,0
12.080000,11.080000,991.956964,27.999156,-10.203327,1.500000,0
12.100000,11.100000,992.512278,27.795291,-10.195037,1.500000,0
12.120000,11.120000,993.066878,27.591414,-10.186797,1.500000,0
12.140000,11.140000,993.617092,27.387794,-10.178677,1.500000,0
12.160000,11.160000,994.161492,27.184192,-10.170717,1.500000,0
12.180000,11.180000,994.705892,26.980709,-10.162757,1.500000,0
12.200000,11.200000,995.240880,26.777662,-10.158778,1.500000,0
12.220000,11.220000,995.775160,26.574419,-10.155098,1.500000,0
12.240000,11.240000,996.305054,26.371177,-10.152450,1.500000,0
12.260000,11.260000,996.829134,26.168133,-10.151170,1.500000,0
12.280000,11.280000,997.353214,25.965188,-10.149890,1.500000,0
12.300000,11.300000,997.867883,25.762370,-10.145224,1.500000,0
12.320000,11.320000,998.381843,25.559623,-10.140304,1.500000,0
12.340000,11.340000,998.891434,25.357023,-10.134628,1.500000,0
12.360000,11.360000,999.395234,25.154458,-10.127948,1.500000,0
12.380000,11.380000,999.899034,24.951986,-10.121268,1.500000,0
12.400000,11.400000,1000.393460,24.749392,-10.116187,1.500000,0
12.420000,11.420000,1000.887180,24.547117,-10.111227,1.500000,0
12.440000,11.440000,1001.376531,24.345009,-10.106542,1.500000,0
12.460000,11.460000,1001.860091,24.142964,-10.102222,1.500000,0
12.480000,11.480000,1002.343651,23.941025,-10.097902,1.500000,0
12.500000,11.500000,1002.817874,23.739059,-10.091983,1.500000,0
12.520000,11.520000,1003.291394,23.537326,-10.085943,1.500000,0
12.540000,11.540000,1003.760562,23.335782,-10.080023,1.500000,0
12.560000,11.560000,1004.223962,23.134272,-10.074263,1.500000,0
12.580000,11.580000,1004.687362,22.932872,-10.068503,1.500000,0
12.600000,11.600000,1005.141388,22.731621,-10.063115,1.500000,0
12.620000,11.620000,1005.594708,22.530424,-10.057755,1.500000,0
12.640000,11.640000,1006.043728,22.329362,-10.051845,1.500000,0
12.660000,11.660000,1006.487048,22.128405,-10.045205,1.500000,0
12.680000,11.680000,1006.930368,21.927552,-10.038565,1.500000,0
12.700000,11.700000,1007.364313,21.726763,-10.032892,1.500000,0
12.720000,11.720000,1007.797553,21.526106,-10.027292,1.500000,0
12.740000,11.740000,1008.226493,21.325676,-10.022569,1.500000,0
12.760000,11.760000,1008.649733,21.125253,-10.019009,1.500000,0
12.780000,11.780000,1009.072973,20.924926,-10.015449,1.500000,0
12.800000,11.800000,1009.486876,20.724679,-10.010922,1.500000,0
12.820000,11.820000,1009.900076,20.524535,-10.006322,1.500000,0
12.840000,11.840000,1010.308976,20.324536,-10.001034,1.500000,0
12.860000,11.860000,1010.712176,20.124566,-9.994834,1.500000,0
12.880000,11.880000,1011.115376,19.924690,-9.988634,1.500000,0
12.900000,11.900000,1011.509313,19.725056,-9.985187,1.500000,0
12.920000,11.920000,1011.902553,19.525388,-9.981947,1.500000,0
12.940000,11.940000,1012.291493,19.325756,-9.978156,1.500000,0
12.960000,11.960000,1012.674733,19.126261,-9.973636,1.500000,0
12.980000,11.980000,1013.057973,18.926853,-9.969116,1.500000,0
13.000000,12.000000,1013.431950,18.727415,-9.964857,1.500000,0
13.020000,12.020000,1013.805230,18.528208,-9.960617,1.500000,0
13.040000,12.040000,1014.174228,18.328984,-9.955895,1.500000,0
13.060000,12.060000,1014.537548,18.129949,-9.950535,1.500000,0
13.080000,12.080000,1014.900868,17.931019,-9.945175,1.500000,0
13.100000,12.100000,1015.254925,17.732164,-9.940485,1.500000,0
13.120000,12.120000,1015.608285,17.533422,-9.935845,1.500000,0
13.140000,12.140000,1015.957379,17.334790,-9.931480,1.500000,0
13.160000,12.160000,1016.300819,17.136275,-9.927480,1.500000,0
13.180000,12.180000,1016.644259,16.937868,-9.923480,1.500000,0
13.200000,12.200000,1016.978474,16.739769,-9.916095,1.500000,0
13.220000,12.220000,1017.311994,16.541554,-9.908455,1.500000,0
13.240000,12.240000,1017.641265,16.343640,-9.901451,1.500000,0
13.260000,12.260000,1017.964905,16.145620,-9.895291,1.500000,0
13.280000,12.280000,1018.288545,15.947675,-9.889131,1.500000,0
13.300000,12.300000,1018.602960,15.750040,-9.885203,1.500000,0
13.320000,12.320000,1018.916680,15.552247,-9.881443,1.500000,0
13.340000,12.340000,1019.226151,15.354575,-9.879334,1.500000,0
13.360000,12.360000,1019.529991,15.156904,-9.879414,1.500000,0
13.380000,12.380000,1019.833831,14.959284,-9.879494,1.500000,0
13.400000,12.400000,1020.128520,14.761707,-9.878496,1.500000,0
13.420000,12.420000,1020.422520,14.564201,-9.877416,1.500000,0
13.440000,12.440000,1020.712254,14.366844,-9.875665,1.500000,0
13.460000,12.460000,1020.996334,14.169432,-9.873025,1.500000,0
13.480000,12.480000,1021.280414,13.972064,-9.870385,1.500000,0
13.500000,12.500000,1021.555343,13.774740,-9.867001,1.500000,0
13.520000,12.520000,1021.829583,13.577477,-9.863561,1.500000,0
13.540000,12.540000,1022.099575,13.380007,-9.860224,1.500000,0
13.560000,12.560000,1022.363935,13.182832,-9.857024,1.500000,0
13.580000,12.580000,1022.628295,12.985722,-9.853824,1.500000,0
13.600000,12.600000,1022.883504,12.788732,-9.851852,1.500000,0
13.620000,12.620000,1023.138024,12.591720,-9.849972,1.500000,0
13.640000,12.640000,1023.388312,12.394800,-9.847386,1.500000,0
13.660000,12.660000,1023.632992,12.197928,-9.843866,1.500000,0
13.680000,12.680000,1023.877672,12.001113,-9.840346,1.500000,0
13.700000,12.700000,1024.113164,11.804354,-9.837124,1.500000,0
13.720000,12.720000,1024.347964,11.607635,-9.833924,1.500000,0
13.740000,12.740000,1024.578550,11.411084,-9.830844,1.500000,0
13.760000,12.760000,1024.803550,11.214481,-9.827924,1.500000,0
13.780000,12.780000,1025.028550,11.017926,-9.825004,1.500000,0
13.800000,12.800000,1025.244436,10.821325,-9.825432,1.500000,0
13.820000,12.820000,1025.459636,10.624879,-9.826112,1.500000,0
13.840000,12.840000,1025.670588,10.428169,-9.825588,1.500000,0
13.860000,12.860000,1025.875908,10.231862,-9.823468,1.500000,0
13.880000,12.880000,1026.081228,10.035633,-9.821348,1.500000,0
13.900000,12.900000,1026.277471,9.839185,-9.815880,1.500000,0
13.920000,12.920000,1026.473031,9.643126,-9.810160,1.500000,0
13.940000,12.940000,1026.664360,9.446989,-9.803168,1.500000,0
13.960000,12.960000,1026.850080,9.251077,-9.794488,1.500000,0
13.980000,12.980000,1027.035800,9.055284,-9.785808,1.500000,0
14.000000,13.000000,1027.212406,8.859694,-9.779248,1.500000,0
14.020000,13.020000,1027.388326,8.664108,-9.772848,1.500000,0
14.040000,13.040000,1027.560049,8.468732,-9.767325,1.500000,0
14.060000,13.060000,1027.726209,8.273393,-9.762965,1.500000,0
14.080000,13.080000,1027.892369,8.078158,-9.758605,1.500000,0
14.100000,13.100000,1028.049489,7.883053,-9.752088,1.500000,0
14.120000,13.120000,1028.205929,7.688018,-9.745408,1.500000,0
14.140000,13.140000,1028.358172,7.493238,-9.741032,1.500000,0
14.160000,13.160000,1028.504852,7.298440,-9.739712,1.500000,0
14.180000,13.180000,1028.651532,7.103729,-9.738392,1.500000,0
14.200000,13.200000,1028.789136,6.909081,-9.733278,1.500000,0
14.220000,13.220000,1028.926056,6.714548,-9.727878,1.500000,0
14.240000,13.240000,1029.058796,6.519926,-9.721790,1.500000,0
14.260000,13.260000,1029.185996,6.325558,-9.714790,1.500000,0
14.280000,13.280000,1029.313196,6.131295,-9.707790,1.500000,0
14.300000,13.300000,1029.431394,5.937006,-9.706370,1.500000,0
14.320000,13.320000,1029.548914,5.742943,-9.705370,1.500000,0
14.340000,13.340000,1029.662254,5.548928,-9.703441,1.500000,0
14.360000,13.360000,1029.770054,5.355115,-9.700281,1.500000,0
14.380000,13.380000,1029.877854,5.161421,-9.697121,1.500000,0
14.400000,13.400000,1029.976652,4.967426,-9.690092,1.500000,0
14.420000,13.420000,1030.074772,4.774013,-9.682772,1.500000,0
14.440000,13.440000,1030.168729,4.580287,-9.673302,1.500000,0
14.460000,13.460000,1030.257169,4.387154,-9.660982,1.500000,0
14.480000,13.480000,1030.345609,4.194211,-9.648662,1.500000,0
14.500000,13.500000,1030.425084,4.001164,-9.641327,1.500000,0
14.520000,13.520000,1030.503884,3.808571,-9.634367,1.500000,0
14.540000,13.540000,1030.578539,3.616297,-9.624277,1.500000,0
14.560000,13.560000,1030.647699,3.424103,-9.610037,1.500000,0
14.580000,13.580000,1030.716859,3.232116,-9.595797,1.500000,0
14.600000,13.600000,1030.777091,3.040375,-9.580924,1.500000,0
14.620000,13.620000,1030.836651,2.848795,-9.566004,1.500000,0
14.640000,13.640000,1030.892117,2.657942,-9.555522,1.500000,0
14.660000,13.660000,1030.942157,2.466748,-9.550922,1.500000,0
14.680000,13.680000,1030.992197,2.275716,-9.546322,1.500000,0
14.700000,13.700000,1031.033346,2.088343,-9.544847,1.500000,0
14.720000,13.720000,1031.073826,1.897336,-9.543607,1.500000,0
14.740000,13.740000,1031.110213,1.707855,-9.537654,1.500000,0
14.760000,13.760000,1031.141173,1.516886,-9.525454,1.500000,0
14.780000,13.780000,1031.172133,1.325687,-9.513254,1.500000,0
14.800000,13.800000,1031.194239,1.131523,-9.490452,1.500000,0
14.820000,13.820000,1031.215679,0.939909,-9.466852,1.500000,0
14.840000,13.840000,1031.233060,0.743241,-9.519740,1.500000,0
14.860000,13.860000,1031.245060,0.550704,-9.674020,1.500000,0
14.880000,13.880000,1031.257060,0.358311,-9.828300,1.500000,0
14.900000,13.900000,1031.261259,0.161782,-9.821854,1.500000,0
14.920000,13.920000,1031.263851,-0.031068,-9.802888,1.500000,0
14.940000,13.940000,1031.253861,-0.225527,-9.778727,1.500000,0
14.960000,13.960000,1031.243870,-0.419373,-9.754566,1.500000,0
14.980000,13.980000,1031.233880,-0.612607,-9.730405,1.500000,0
15.000000,14.000000,1031.223890,-0.805227,-9.706244,1.500000,0
15.020000,14.020000,1031.213900,-0.997234,-9.682083,1.500000,0
15.040000,14.040000,1031.184423,-1.192169,-9.643728,1.500000,0
15.060000,14.060000,1031.154549,-1.384106,-9.605083,1.500000,0
15.080000,14.080000,1031.124675,-1.575239,-9.566439,1.500000,0
15.100000,14.100000,1031.094801,-1.765566,-9.527794,1.500000,0
15.120000,14.120000,1031.064927,-1.955089,-9.489149,1.500000,0
15.140000,14.140000,1031.018920,-2.147495,-9.449431,1.500000,0
15.160000,14.160000,1030.969252,-2.336096,-9.409469,1.500000,0
15.180000,14.180000,1030.919584,-2.523769,-9.369507,1.500000,0
15.200000,14.200000,1030.869916,-2.710511,-9.329545,1.500000,0
15.220000,14.220000,1030.820247,-2.896324,-9.289583,1.500000,0
15.240000,14.240000,1030.759885,-3.084967,-9.246467,1.500000,0
15.260000,14.260000,1030.690414,-3.269266,-9.200665,1.500000,0
15.280000,14.280000,1030.620942,-3.452552,-9.154864,1.500000,0
15.300000,14.300000,1030.551470,-3.634824,-9.109062,1.500000,0
15.320000,14.320000,1030.481998,-3.816083,-9.063260,1.500000,0
15.340000,14.340000,1030.409655,-3.999220,-9.016562,1.500000,0
15.360000,14.360000,1030.320377,-4.178621,-8.964577,1.500000,0
15.380000,14.380000,1030.231099,-4.356956,-8.912591,1.500000,0
15.400000,14.400000,1030.141821,-4.534227,-8.860605,1.500000,0
15.420000,14.420000,1030.052543,-4.710431,-8.808620,1.500000,0
15.440000,14.440000,1029.963265,-4.885570,-8.756634,1.500000,0
15.460000,14.460000,1029.862032,-5.064286,-8.704179,1.500000,0
15.480000,14.480000,1029.752993,-5.237581,-8.651417,1.500000,0
15.500000,14.500000,1029.643955,-5.409734,-8.598654,1.500000,0
15.520000,14.520000,1029.534916,-5.580746,-8.545892,1.500000,0
15.540000,14.540000,1029.425878,-5.750616,-8.493130,1.500000,0
15.560000,14.560000,1029.316839,-5.919344,-8.440368,1.500000,0
15.580000,14.580000,1029.190519,-6.091485,-8.383737,1.500000,0
15.600000,14.600000,1029.061952,-6.258196,-8.326604,1.500000,0
15.620000,14.620000,1028.933385,-6.423697,-8.269471,1.500000,0
15.640000,14.640000,1028.804819,-6.587988,-8.212337,1.500000,0
15.660000,14.660000,1028.676252,-6.751069,-8.155204,1.500000,0
15.680000,14.680000,1028.547685,-6.912939,-8.098071,1.500000,0
15.700000,14.700000,1028.400343,-7.079048,-8.036483,1.500000,0
15.720000,14.720000,1028.252117,-7.238775,-7.974686,1.500000,0
15.740000,14.740000,1028.103890,-7.397219,-7.912888,1.500000,0
15.760000,14.760000,1027.955663,-7.554381,-7.851091,1.500000,0
15.780000,14.780000,1027.807437,-7.710261,-7.789293,1.500000,0
15.800000,14.800000,1027.659210,-7.864858,-7.727495,1.500000,0
15.820000,14.820000,1027.495810,-8.023141,-7.661976,1.500000,0
15.840000,14.840000,1027.328131,-8.175510,-7.595407,1.500000,0
15.860000,14.860000,1027.160452,-8.326533,-7.528838,1.500000,0
15.880000,14.880000,1026.992772,-8.476210,-7.462269,1.500000,0
15.900000,14.900000,1026.825093,-8.624541,-7.395700,1.500000,0
15.920000,14.920000,1026.657414,-8.771526,-7.329131,1.500000,0
15.940000,14.940000,1026.483943,-8.919947,-7.261642,1.500000,0
15.960000,14.960000,1026.296630,-9.064592,-7.191956,1.500000,0
15.980000,14.980000,1026.109318,-9.207850,-7.122269,1.500000,0
16.000000,15.000000,1025.922005,-9.349722,-7.052582,1.500000,0
16.020000,15.020000,1025.734693,-9.490206,-6.982895,1.500000,0
16.040000,15.040000,1025.547381,-9.629304,-6.913208,1.500000,0
16.060000,15.060000,1025.360068,-9.767015,-6.843521,1.500000,0
16.080000,15.080000,1025.164433,-9.902636,-6.772899,1.500000,0
16.100000,15.100000,1024.957767,-10.037738,-6.701035,1.500000,0
16.120000,15.120000,1024.751100,-10.171448,-6.629171,1.500000,0
16.140000,15.140000,1024.544433,-10.303766,-6.557307,1.500000,0
16.160000,15.160000,1024.337767,-10.434691,-6.485443,1.500000,0
16.180000,15.180000,1024.131100,-10.564224,-6.413579,1.500000,0
16.200000,15.200000,1023.924433,-10.692364,-6.341715,1.500000,0
16.220000,15.220000,1023.716214,-10.811649,-6.269837,1.500000,0
16.240000,15.240000,1023.490137,-10.936601,-6.197797,1.500000,0
16.260000,15.260000,1023.264061,-11.060214,-6.125756,1.500000,0
16.280000,15.280000,1023.037984,-11.182489,-6.053716,1.500000,0
16.300000,15.300000,1022.811908,-11.303425,-5.981676,1.500000,0
16.320000,15.320000,1022.585831,-11.423023,-5.909636,1.500000,0
16.340000,15.340000,1022.359754,-11.541282,-5.837596,1.500000,0
16.360000,15.360000,1022.133678,-11.658202,-5.765556,1.500000,0
16.380000,15.380000,1021.905409,-11.756893,-5.693696,1.500000,0
16.400000,15.400000,1021.660266,-11.869702,-5.623229,1.500000,0
16.420000,15.420000,1021.415124,-11.981295,-5.552761,1.500000,0
16.440000,15.440000,1021.169981,-12.091671,-5.482294,1.500000,0
16.460000,15.460000,1020.924838,-12.200830,-5.411826,1.500000,0
16.480000,15.480000,1020.679696,-12.308772,-5.341359,1.500000,0
16.500000,15.500000,1020.434553,-12.415497,-5.270891,1.500000,0
16.520000,15.520000,1020.189411,-12.521005,-5.200424,1.500000,0
16.540000,15.540000,1019.944268,-12.625296,-5.129956,1.500000,0
16.560000,15.560000,1019.692583,-12.705311,-5.061690,1.500000,0
16.580000,15.580000,1019.428475,-12.804416,-4.997602,1.500000,0
16.600000,15.600000,1019.164367,-12.902467,-4.933515,1.500000,0
16.620000,15.620000,1018.900259,-12.999465,-4.869428,1.500000,0
16.640000,15.640000,1018.636152,-13.095408,-4.805340,1.500000,0
16.660000,15.660000,1018.372044,-13.190298,-4.741253,1.500000,0
16.680000,15.680000,1018.107936,-13.284134,-4.677165,1.500000,0
16.700000,15.700000,1017.843828,-13.376916,-4.613078,1.500000,0
16.720000,15.720000,1017.579721,-13.468644,-4.548990,1.500000,0
16.740000,15.740000,1017.315613,-13.559319,-4.484903,1.500000,0
16.760000,15.760000,1017.042019,-13.625219,-4.421473,1.500000,0
16.780000,15.780000,1016.759311,-13.710007,-4.358676,1.500000,0
16.800000,15.800000,1016.476602,-13.793911,-4.295879,1.500000,0
16.820000,15.820000,1016.193894,-13.876930,-4.233081,1.500000,0
16.840000,15.840000,1015.911186,-13.959064,-4.170284,1.500000,0
16.860000,15.860000,1015.628478,-14.040313,-4.107487,1.500000,0
16.880000,15.880000,1015.345769,-14.120678,-4.044689,1.500000,0
16.900000,15.900000,1015.063061,-14.200158,-3.981892,1.500000,0
16.918000,15.918000,1014.808624,-14.270934,-3.925374,1.500000,0
